Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars), _wdire,weather,Visibility (km),PM2.5 concentration (ug/m^3)
-2.383333333,0.88,10.7548,1023.64,North,rain,3.8479,72
-2.783333333,0.96,6.3112,1009.46,North,rain,0.161,89
-1.277777778,0.96,5.4257,1014.3,North,rain,1.1431,90
-2.805555556,0.96,10.6099,1009.81,North,rain,0.1932,79
-2.733333333,0.96,10.4489,1010.1,North,rain,0.1932,62
-2.761111111,0.96,2.8336,1010.63,North,rain,0.322,15
-2.711111111,1,4.4758,1010.45,North,rain,0.8372,117
-2.2,0.96,4.7012,1010.4,SW,rain,0.6279,166
-2.766666667,0.99,4.5402,1010.9,SW,rain,1.2558,193
-2.688888889,1,7.3577,1011.01,WSW,rain,0.322,205
-2.527777778,0.99,9.2253,1011.39,WSW,rain,0.322,177
-2.011111111,0.99,4.2826,1011.72,West,rain,0.3059,250
-0.883333333,0.92,8.0017,1012.02,West,rain,0.3381,273
-0.911111111,0.99,4.9105,1012.2,WSW,rain,0.8372,240
-0.394444444,0.98,1.9159,1012.23,West,rain,0.9177,236
0.222222222,0.91,3.0912,1012,West,rain,0.8372,237
0.244444444,0.99,0.6601,1012.29,West,rain,0.8855,239
0.483333333,0.97,3.6064,1012.52,West,sun,1.1592,198
0.177777778,0.99,3.0268,1012.78,West,sun,0.9338,170
0.044444444,0.92,3.1073,1013.09,West,sun,0.9016,174
-0.077777778,0.93,2.9302,1013.57,WNW,rain,0.7889,104
-1.088888889,1,4.6851,1013.81,NNE,rain,0.8533,72
-1.038888889,0.96,6.2468,1014.01,North,rain,0.7889,93
-1.544444444,0.99,5.796,1014.33,North,rain,0.322,106
-1.5,1,6.1985,1014.51,North,rain,0.4025,103
-1.5,1,6.1985,1014.9,North,rain,0.4025,103
-4.25,0.93,3.4132,1021.77,North,sun,8.3237,183
-0.994444444,0.96,3.2522,1015.19,North,rain,0.7084,186
-1.594444444,0.96,3.1073,1015.02,North,rain,0.9499,189
-1.805555556,0.98,2.3345,1015.23,WSW,rain,1.2236,167
-2.15,0.96,0.6118,1015.24,WSW,fog,0.9499,129
-2.127777778,0.96,5.0393,1015.72,West,fog,0.483,136
-2.411111111,1,4.8461,1016.27,West,rain,0.7567,133
-1.038888889,0.99,7.9695,1016.95,WNW,rain,1.9159,152
-0.05,0.92,9.016,1017.28,West,rain,3.1395,195
0.027777778,0.99,8.9033,1017.89,WNW,rain,1.3202,169
0.022222222,0.99,14.1841,1018.5,WNW,rain,1.4651,152
0.022222222,0.99,11.4954,1018.72,West,sun,2.5921,103
0.238888889,0.92,13.524,1018.96,West,rain,5.5384,3
0.116666667,0.85,16.9855,1019.39,WNW,sun,6.0697,3
1.138888889,0.78,16.9694,1019.68,WNW,sun,7.9695,3
0.988888889,0.79,12.6385,1020.17,North,sun,7.728,62
-0.972222222,0.88,8.1788,1020.47,North,sun,6.0697,128
-1.016666667,0.88,11.1734,1021.05,North,sun,6.0697,125
-1.133333333,0.91,8.1144,1021.44,North,rain,5.7316,66
-2.127777778,0.95,3.5581,1021.56,North,rain,6.0214,127
-2.222222222,0.92,10.9963,1021.94,North,rain,6.0214,154
-3.227777778,0.91,6.7298,1022.52,North,rain,6.1341,167
-3.288888889,0.88,6.4561,1022.38,North,rain,9.7083,167
-4.261111111,0.91,6.6332,1022.67,SW,sun,9.7083,185
-3.394444444,0.8,10.4167,1022.97,North,sun,14.4095,176
-4.35,0.92,6.5366,1023.39,North,sun,9.6761,175
-3.794444444,0.92,6.7298,1023.18,SW,sun,7.8246,196
-4.661111111,0.91,12.8961,1023.32,SW,rain,6.1341,193
-3.816666667,0.92,5.2003,1023.83,WSW,sun,6.0375,254
-3.816666667,0.92,8.1949,1023.83,SW,rain,6.118,214
-2.922222222,0.86,10.1108,1023.95,West,sun,4.5241,216
-2.822222222,0.85,12.8156,1023.95,WSW,sun,6.2951,200
-2.2,0.88,15.778,1024.05,WSW,rain,9.982,143
-0.094444444,0.82,15.1823,1023.91,SSW,sun,9.4507,139
0.116666667,0.81,17.71,1023.59,West,sun,11.2056,105
1.183333333,0.75,22.0731,1023.57,WSW,sun,11.2056,128
1.255555556,0.74,15.5687,1023.28,West,sun,11.0285,
2.266666667,0.69,18.0481,1022.45,WNW,sun,11.27,
1.227777778,0.69,17.6617,1022.16,WNW,sun,11.27,50
1.216666667,0.69,21.0105,1022.12,North,rain,11.0285,78
1.061111111,0.7,20.4792,1022.17,North,rain,9.9015,78
-0.05,0.82,12.6546,1022.17,North,rain,9.9015,70
-0.155555556,0.83,10.4006,1022.47,North,sun,11.0768,66
-1.138888889,0.87,11.5276,1022.26,North,rain,9.982,69
-0.627777778,0.8,11.3505,1022.29,North,sun,15.8263,92
-1.105555556,0.8,11.27,1022.49,North,rain,14.5866,78
-1.694444444,0.78,11.1734,1022.57,North,rain,15.8263,71
-2.783333333,0.78,11.1734,1022.77,North,rain,15.8263,83
-3.655555556,0.87,3.0429,1023.68,North,rain,6.6493,68
-3.733333333,0.81,11.2217,1022.85,North,sun,15.8263,61
-4.238888889,0.84,6.7781,1022.84,North,rain,15.8263,62
-3.755555556,0.84,10.4972,1022.68,East,rain,14.9569,62
-4.822222222,0.92,8.2593,1022.65,SE,sun,9.9015,57
-3.822222222,0.84,11.4793,1022.46,East,sun,9.9015,55
-4.966666667,0.85,4.1699,1022.74,SE,sun,9.821,104
-2.783333333,0.85,9.7405,1022.97,East,sun,9.7566,120
-2.2,0.81,17.0338,1022.98,SSE,sun,9.8049,108
-1.655555556,0.78,14.5222,1023.19,East,rain,10.5938,129
-1.038888889,0.75,11.0446,1023.37,WSW,rain,11.2056,136
0.116666667,0.69,10.7709,1023.16,NNE,rain,10.0464,124
1.077777778,0.64,9.7727,1022.94,North,sun,10.4006,153
1.138888889,0.64,11.1895,1022.76,North,sun,11.27,143
1.138888889,0.59,10.787,1022.75,North,rain,11.27,164
0.255555556,0.62,8.6135,1022.99,North,rain,11.4471,164
-0.994444444,0.74,2.4472,1022.84,North,rain,11.1251,141
-2.155555556,0.8,2.7531,1023.52,North,sun,9.9015,140
-2.816666667,0.84,3.5098,1024.01,ENE,sun,9.8371,186
-2.827777778,0.85,4.8461,1023.94,ENE,sun,6.118,207
-3.75,0.91,6.118,1024.23,North,sun,6.118,201
-4.283333333,0.91,5.6994,1024.4,North,sun,6.1663,180
-4.705555556,0.91,6.3917,1024.02,North,sun,6.118,152
-3.711111111,0.88,3.5581,1024.12,North,sun,6.118,169
-2.4,0.95,5.313,1024.57,North,sun,3.7191,146
-3.733333333,0.91,3.6225,1023.62,North,sun,6.0697,162
-2.688888889,0.92,6.6332,1023.12,NE,sun,6.0697,138
-2.266666667,0.88,7.0035,1022.72,North,sun,6.2951,158
-2.711111111,0.91,8.05,1022.64,WNW,sun,6.0697,158
-3.75,0.92,3.22,1022.72,WNW,rain,5.9731,136
-3.561111111,0.92,4.1055,1023.02,WSW,sun,3.9445,126
-2.177777778,0.95,4.2665,1023.23,WNW,rain,3.5259,91
-1.088888889,0.88,8.1466,1023.44,WNW,sun,4.8461,94
0.1,0.82,7.0196,1023.57,WNW,sun,5.6833,96
0.994444444,0.76,5.0715,1023.76,WNW,sun,7.9051,104
1.088888889,0.75,3.3488,1023.85,WNW,sun,7.9695,90
1.972222222,0.7,3.1717,1023.86,North,sun,10.8836,110
1.155555556,0.69,3.542,1023.65,North,sun,11.0446,126
1.083333333,0.75,4.6368,1023.73,North,sun,11.0446,149
0.244444444,0.8,7.3577,1023.81,North,sun,10.4489,157
-0.027777778,0.82,9.3541,1023.95,North,sun,6.0053,155
-0.116666667,0.82,1.771,1024.25,North,sun,6.0053,162
-0.072222222,0.85,6.7298,1024.42,North,sun,6.118,184
-1.205555556,0.92,4.8139,1024.44,North,sun,5.957,186
-1.227777778,0.92,6.2307,1024.25,North,sun,6.8747,161
-1.616666667,0.95,6.1502,1024.62,SW,sun,4.508,153
-1.761111111,0.92,6.2951,1024.63,WSW,sun,3.9606,152
-2.244444444,0.92,3.3488,1024.64,WSW,sun,3.9606,154
-0.894444444,0.96,19.964,1013.57,SW,sun,0.966,154
-2.805555556,0.96,4.8944,1024.33,WNW,rain,1.8837,141
-2.85,0.96,3.2844,1023.82,WNW,rain,0.1932,163
-3.322222222,0.96,3.2039,1023.7,West,sun,0.3381,147
-3.822222222,0.92,4.669,1023.5,North,rain,0.161,122
-4.861111111,0.92,4.7656,1023.3,North,rain,0.161,136
-4.888888889,0.93,4.9266,1023.46,North,rain,0.1449,106
-4.866666667,0.92,7.9695,1023.38,North,sun,0.161,113
-3.827777778,0.92,7.889,1023.66,North,rain,0.1771,118
-2.805555556,0.93,10.6743,1023.55,North,rain,0.1932,111
-2.694444444,0.99,11.1412,1022.88,SW,sun,0.3381,88
-2.066666667,0.99,13.0732,1022.07,SW,sun,0.805,143
-0.911111111,0.92,12.9766,1020.99,SSW,sun,1.3685,129
-0.866666667,0.98,14.4578,1019.93,SW,sun,2.9785,113
-0.866666667,0.98,13.2825,1019.53,WSW,sun,3.4615,130
0.244444444,0.9,14.3934,1018.44,SW,sun,4.0572,112
-0.955555556,0.99,14.4578,1017.55,WSW,rain,3.4615,125
-0.005555556,0.92,14.4417,1017.22,West,rain,4.83,130
0.011111111,0.86,15.1018,1016.28,West,sun,7.728,146
-0.005555556,0.85,17.4524,1015.08,West,sun,10.8192,121
-0.027777778,0.85,17.4524,1014.47,West,sun,9.5956,116
0.1,0.85,17.1143,1013.78,WSW,sun,9.6922,117
0.511111111,0.79,20.2055,1012.89,WSW,sun,9.5956,114
0.022222222,0.86,17.2431,1012.13,North,sun,5.8765,110
3.111111111,0.95,13.2503,1002.68,North,fog,2.9624,110
-0.488888889,0.96,20.8656,1010.01,North,sun,0.805,119
0.044444444,0.96,20.125,1008.63,North,fog,1.288,103
0.127777778,0.96,23.6509,1007.41,North,sun,1.8354,92
1.111111111,0.93,26.1303,1006.24,North,sun,2.5277,95
1.111111111,0.92,19.9157,1005.66,North,fog,3.4615,94
1.077777778,0.93,17.388,1005.6,North,sun,2.7531,110
1.183333333,0.92,20.0767,1004.82,WSW,sun,2.9785,134
1.183333333,0.92,21.6384,1004.05,North,sun,3.9123,122
1.305555556,0.93,20.8817,1003.82,West,sun,3.3488,195
1.266666667,0.99,21.8638,1003.02,WSW,sun,2.5277,228
2.355555556,0.92,23.3289,1002.32,West,sun,2.9785,234
2.45,0.99,21.9926,1001.81,West,sun,2.5599,225
2.422222222,0.99,23.4416,1000.31,West,sun,2.5277,226
2.4,1,26.2591,999.7,WSW,fog,2.5438,202
3.033333333,0.95,23.8924,999.53,North,sun,2.4472,198
2.933333333,0.96,21.7028,999.04,North,sun,2.5277,194
2.866666667,0.96,20.0606,999.24,North,rain,2.5277,208
2.95,0.96,14.4417,999.44,North,rain,3.1878,236
2.894444444,0.96,13.5079,999.36,North,sun,3.0429,200
2.894444444,0.92,10.7709,999.77,North,sun,2.576,193
