Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars), _wdire,weather,Visibility (km),PM2.5 concentration (ug/m^3)
0.2,0.81,7.6958,1035.66,WSW,sun,12.0428,40
-0.266666667,0.85,3.703,1035.31,North,rain,9.982,41
-1.638888889,0.9,8.6457,1035.26,West,sun,8.05,41
-2.216666667,0.86,7.1967,1035.41,West,sun,9.9015,43
-3.016666667,0.96,7.2611,1035.31,WNW,sun,8.05,42
-3.016666667,0.94,2.6404,1035.36,West,sun,6.118,59
-3.322222222,0.87,6.6976,1035.1,WSW,fog,8.1466,58
-4.933333333,0.96,6.4078,1035.19,West,sun,1.449,68
-5,0.96,6.3112,1034.7,North,rain,0.805,70
-5.094444444,0.92,8.7745,1034.05,North,rain,4.3309,70
-6.116666667,0.96,6.3756,1034.19,North,sun,0.483,70
-6.65,0.96,6.3756,1033.61,North,sun,0.322,86
-5.716666667,0.97,9.982,1033.57,ENE,sun,1.3846,93
-7.622222222,0.92,5.8765,1033.29,East,sun,0.161,73
-8.594444444,0.92,6.0536,1033.18,East,sun,0.161,69
-7.3,0.96,6.279,1032.7,East,sun,0.3864,86
-5.605555556,0.98,3.22,1032.82,ESE,sun,0.161,90
-5.344444444,0.98,3.22,1032.87,SE,sun,0.161,89
-5.716666667,0.96,6.8908,1032.91,East,sun,0.4025,102
-5.005555556,0.96,6.2468,1032.29,South,sun,0.1771,106
-2.922222222,0.93,9.1931,1031.4,SSE,sun,1.2558,106
-2.755555556,0.99,9.338,1030.64,East,sun,1.7066,104
-2.755555556,1,10.5938,1029.78,East,rain,1.8515,114
-2.733333333,1,10.5777,1029.29,East,rain,1.8676,112
-2.811111111,1,8.8228,1029.25,East,sun,0.8533,125
-2.8,1,9.2414,1029.08,East,rain,1.7066,113
-2.777777778,0.92,9.338,1028.69,East,fog,0.322,121
-2.888888889,0.93,8.9999,1028.55,East,rain,0.3059,123
-3.816666667,1,10.5616,1028.3,East,sun,0.322,136
-3.816666667,0.96,6.2951,1027.91,ENE,sun,0.322,159
-4.277777778,1,6.8103,1027.82,East,sun,0.3059,153
-4.305555556,1,3.22,1027.67,ESE,rain,0.322,117
-4.305555556,0.96,3.3005,1027.06,East,rain,0.322,68
-3,0.96,2.737,1035.04,East,rain,2.5921,76
-4.305555556,0.96,6.4078,1027.03,East,rain,1.8515,62
-4.255555556,0.96,6.44,1027.4,East,sun,2.9302,52
-4.3,0.96,6.6976,1026.99,East,rain,1.5134,55
-3.744444444,0.99,7.9534,1027.03,East,rain,2.9785,58
-2.727777778,0.92,9.4507,1027.32,North,rain,3.4454,77
-2.794444444,1,10.0142,1027.97,North,rain,3.0912,70
-2.15,0.99,8.1627,1028.51,North,sun,3.4937,91
-1.061111111,0.92,8.05,1028.83,North,sun,3.9606,85
-0.105555556,0.93,8.5652,1029.67,North,sun,3.6708,93
1.116666667,0.92,9.2092,1030.02,North,rain,5.9731,88
2.177777778,0.92,11.1251,1030.15,North,sun,6.0214,86
2.094444444,0.93,13.7333,1030.33,NE,sun,5.5706,97
2.266666667,0.85,16.7923,1030.75,NNE,sun,6.118,85
1.25,0.85,11.3988,1031.61,North,sun,6.118,65
0.15,0.86,4.5724,1032.61,North,sun,5.6833,53
-1,0.92,4.7012,1033.34,North,sun,5.9731,38
-1.116666667,0.92,3.1395,1033.95,West,sun,4.3953,41
-1.288888889,0.93,5.313,1034.62,ENE,sun,4.2987,3
-1.25,0.92,1.61,1035.22,SW,sun,4.347,40
-2.822222222,0.96,6.3273,1035.73,SW,rain,3.4293,45
-2.716666667,0.96,5.8121,1036.25,SW,sun,3.3327,38
-3.4,0.96,10.3845,1036.43,SW,sun,2.9785,34
-2.133333333,1,0,1028.01,West,sun,0.3381,22
3.944444444,0.85,13.5562,1020.07,WNW,sun,12.5902,43
-2.2,1,3.22,1027.69,West,sun,0.161,29
-1.627777778,0.96,3.22,1027.37,WNW,rain,0.322,22
-2.155555556,1,3.5581,1027.11,West,sun,0.161,24
-2.127777778,0.96,1.5456,1026.89,West,rain,0.161,46
-2.105555556,1,4.6529,1026.85,WSW,rain,0.1932,64
-2.094444444,1,3.9928,1026.53,North,sun,0.0483,61
-2.061111111,1,3.6386,1026.67,West,rain,0.0322,35
-0.972222222,0.99,5.152,1026.45,West,rain,0.0322,37
-0.022222222,0.93,8.0178,1025.93,West,rain,0.0805,34
1.227777778,1,9.66,1025.38,West,rain,0.1932,44
1.316666667,0.99,8.2271,1024.85,North,rain,0.1932,42
2.905555556,0.96,9.6922,1024.12,West,sun,0.3059,62
2.933333333,0.99,12.6546,1023.65,WSW,sun,0.6601,71
3.95,0.92,11.1251,1022.98,West,sun,1.5939,94
3.166666667,0.98,8.1305,1022.71,West,sun,0.8533,112
3.95,0.92,8.2432,1022.34,West,sun,1.8998,110
3.927777778,0.92,12.6385,1021.76,West,sun,5.8926,102
4.005555556,0.92,11.4954,1021.42,West,fog,7.1806,102
5.016666667,0.86,14.2485,1020.96,West,sun,7.7441,111
4.505555556,0.89,11.2861,1020.59,West,sun,7.7441,126
4.45,0.89,11.431,1020.42,West,sun,9.1126,130
4.505555556,0.89,14.4417,1019.83,North,sun,9.6117,138
-3.35,0.96,6.0536,1036.9,North,sun,2.9785,146
-4.177777778,0.93,9.5795,1036.68,North,sun,5.6833,135
-2.333333333,0.96,6.1985,1037.02,South,sun,2.9785,136
-2.361111111,0.96,5.9892,1037.21,North,sun,0.805,189
-2.072222222,0.93,6.4078,1037.28,North,sun,3.1234,200
-2.822222222,0.93,10.8675,1037.29,North,sun,2.9624,195
-3.861111111,0.93,7.8085,1037.46,North,sun,3.4132,209
-4.044444444,0.93,10.0464,1037.94,SW,sun,1.6261,229
-3.838888889,0.92,3.1556,1038.67,North,sun,1.8837,200
-2.288888889,0.89,7.7602,1038.97,West,sun,2.9785,123
-1.366666667,0.9,11.7369,1039.44,West,sun,3.4454,45
-0.988888889,0.88,9.7727,1039.36,West,sun,4.4919,52
0.122222222,0.85,12.7351,1038.66,West,sun,6.118,50
1.377777778,0.84,12.9122,1037.92,West,fog,5.8121,49
2.277777778,0.79,9.5312,1037.66,West,sun,6.118,64
2.25,0.79,11.3827,1037.47,West,sun,6.118,109
0.655555556,0.82,6.7298,1037.86,WNW,sun,4.8944,194
-0.533333333,0.89,11.0124,1037.78,WNW,sun,4.1216,117
-1.1,0.91,12.9605,1037.79,North,sun,4.9588,105
-1.655555556,0.92,14.2646,1037.8,North,fog,5.796,101
-2.255555556,0.92,14.5544,1037.8,North,sun,5.5062,82
-2.777777778,0.92,14.49,0,North,sun,4.991,73
-3.272222222,0.92,11.0285,1037.68,North,sun,4.8461,49
-3.377777778,0.93,6.4722,1037.3,SSW,sun,4.9105,32
-3.355555556,0.88,10.8353,1036.82,SSW,rain,5.9731,33
-2.638888889,0.96,11.7691,1036.83,SSW,fog,2.7209,37
-4.488888889,0.92,10.4972,1036.25,SW,sun,5.9248,22
-5.072222222,0.93,2.9463,1036.3,West,sun,7.6958,34
-5.477777778,0.96,9.8049,1035.89,West,sun,7.1484,28
-5.05,0.93,10.6743,1035.56,WNW,sun,7.6958,28
-4.983333333,0.92,13.4435,1034.77,WNW,sun,9.5634,16
-4.888888889,0.93,9.3702,1034.7,West,sun,5.6028,21
-3.888888889,0.93,8.8067,1035.42,West,rain,4.3631,22
-2.777777778,0.86,8.7423,1036.22,West,sun,4.8461,22
-2.222222222,0.89,5.152,1036.67,West,sun,4.7334,32
-1.161111111,0.89,4.8944,1036.48,West,sun,5.957,31
-0.05,0.86,10.8997,1035.78,West,rain,5.957,56
0.238888889,0.91,4.6207,1035.94,WSW,rain,5.474,73
2.172222222,0.85,9.2575,1035.32,WSW,fog,4.4436,95
1.177777778,0.92,9.2253,1035.31,WSW,sun,3.059,119
0.327777778,0.91,7.6958,1035.75,North,sun,1.8515,115
0,0.92,7.6475,1035.49,West,sun,1.4973,94
-2.061111111,0.99,9.0482,1035.78,North,sun,1.3524,92
-0.827777778,0.92,9.7405,1035.95,SW,sun,1.3685,91
-2.011111111,0.99,10.6904,1035.78,North,sun,1.3524,99
-1.5,0.96,10.8997,1034.92,WSW,sun,1.3524,110
-0.95,0.96,12.1394,1035.01,West,sun,2.1413,118
-0.672222222,0.93,10.143,1034.33,West,rain,2.9624,120
4.555555556,0.85,17.388,1019.13,West,rain,11.6725,120
6.272222222,0.94,4.2182,1016.1,West,rain,5.1198,135
5.066666667,0.82,17.388,1018.13,North,rain,14.6349,148
5.622222222,0.82,14.4256,1017.63,North,rain,14.6349,145
5.688888889,0.8,13.5562,1017.1,North,sun,13.6206,138
5.155555556,0.86,14.1519,1016.63,North,sun,10.948,122
5.116666667,0.86,14.4739,1016.33,North,sun,10.948,117
6.166666667,0.8,13.041,1016.26,North,sun,7.6475,106
6.183333333,0.79,12.6546,1016.03,North,rain,6.9391,95
7.222222222,0.79,11.1734,1015.94,North,rain,6.9391,88
7.894444444,0.82,11.4793,1015.83,North,rain,7.0518,93
8.005555556,0.82,9.3702,1015.36,North,rain,7.9695,95
10.06666667,0.77,10.8675,1014.85,North,sun,11.1251,106
11.97222222,0.72,15.4399,1014.45,North,fog,10.7226,114
12.17222222,0.72,10.1591,1014.18,North,sun,11.1251,131
11.05555556,0.8,8.4686,1014.11,ESE,sun,10.948,155
10.78888889,0.81,9.0965,1014.13,SSE,sun,7.6958,125
10.91666667,0.8,8.9999,1014.14,SSE,sun,7.8729,95
9.805555556,0.83,8.1305,1014.15,SSE,sun,7.8729,101
8.711111111,0.89,6.9391,1014.44,South,fog,7.8246,51
8.6,0.88,8.1305,1014.64,SW,rain,7.8246,44
8.6,0.85,10.4328,1015.04,South,rain,7.8246,51
8.311111111,0.88,5.5706,1015.43,WSW,sun,8.1466,38
7.633333333,0.92,5.8926,1015.49,ESE,sun,7.8246,33
7.122222222,0.92,2.576,1015.59,NNE,sun,5.9248,22
5.661111111,0.96,12.4292,1018.57,North,rain,1.8998,29
7.122222222,0.96,3.0751,1015.67,NE,sun,3.9284,25
7.122222222,0.96,3.1395,1015.83,NNE,rain,3.9284,30
6.766666667,0.96,4.7012,1015.8,ENE,rain,2.8336,34
6.061111111,1,2.1252,1016.06,NNE,sun,0.8533,36
7.15,0.93,7.2611,1016.75,East,rain,1.4651,37
6.994444444,0.96,4.83,1017.65,ENE,sun,1.932,51
7.127777778,1,4.2504,1017.93,East,rain,1.6583,51
7.705555556,0.96,8.9355,1018.32,WSW,rain,2.576,55
7.888888889,0.95,8.7745,1018.86,SW,rain,2.8658,42
7.755555556,0.95,3.3488,1019.17,SW,rain,3.4937,51
8.861111111,0.93,10.8836,1018.35,WSW,rain,3.9767,60
9.988888889,0.86,7.7763,1019.12,WSW,rain,4.6207,64
10.02222222,0.86,8.0661,1018.88,SW,rain,6.0053,80
8.955555556,0.93,9.5634,1018.86,WSW,sun,6.0053,86
8.022222222,0.95,9.7566,1019.05,SW,sun,4.0894,98
7.822222222,0.96,12.6546,1019.34,West,rain,4.4436,87
7.755555556,0.96,11.27,1019.37,WSW,rain,4.4275,98
7.25,0.99,11.0285,1019.62,SW,rain,4.186,90
7.127777778,0.93,12.5741,1019.45,West,sun,4.3953,99
6.594444444,0.96,11.3183,1019.27,North,rain,3.3971,100
6.061111111,0.95,10.7548,1019.26,North,rain,2.8819,113
5.466666667,0.96,11.0446,1019.57,North,rain,2.9302,100
4.883333333,1,11.0124,1019.46,North,fog,0.6279,96
5.783333333,0.91,13.1537,1017.17,North,sun,8.3237,77
4.861111111,0.98,11.0285,1018.97,North,sun,0.161,74
4.888888889,0.98,10.9802,1018.59,North,fog,0.4669,59
4.827777778,1,13.2503,1018.32,North,fog,0.2093,65
5.911111111,0.93,12.5902,1018.13,North,sun,0.161,64
4.822222222,1,12.7995,1017.76,North,sun,1.2397,66
4.861111111,1,10.9158,1017.89,North,sun,1.1753,71
4.933333333,1,20.2377,1017.74,North,sun,2.4633,81
7.105555556,0.93,20.1089,1017.18,North,sun,3.8801,93
8.727777778,0.9,15.4882,1017.27,North,sun,7.0679,92
11.06666667,0.77,15.8746,1016.66,North,sun,9.7566,64
12.73333333,0.72,17.5168,1016.03,North,sun,9.9015,36
13.5,0.7,17.8871,1015.51,WNW,sun,12.719,57
13.93333333,0.69,17.2592,1015.02,West,rain,14.9086,67
12.86666667,0.76,11.3505,1014.73,West,sun,9.982,64
11.34444444,0.79,13.846,1015.17,WSW,sun,9.9015,62
9.994444444,0.86,15.5848,1015.24,WNW,rain,9.9015,57
9.95,0.83,12.4936,1015.35,SW,rain,9.8049,50
8.888888889,0.89,13.0088,1015.59,WSW,rain,9.8371,45
7.805555556,0.89,13.9909,1015.56,North,rain,9.8049,73
8.244444444,0.84,13.7977,1015.65,North,rain,9.8049,85
7.566666667,0.85,13.6528,1015.93,East,drizzle,9.7888,80
6.644444444,0.87,13.9587,1016.27,ENE,rain,9.7566,75
6.577777778,0.87,13.9587,1016.47,East,rain,9.7566,52
4.755555556,0.92,10.5616,1016.87,North,rain,8.0983,35
4.588888889,0.92,10.8031,1017.24,North,sun,9.7566,12
5.027777778,0.93,6.5044,1017.07,North,rain,9.7566,9
5.222222222,0.9,8.7745,1017.17,ESE,sun,9.7566,8
4.861111111,0.93,7.7924,1017.31,North,fog,9.6117,5
5.833333333,0.87,12.0428,1017.61,WSW,rain,9.5795,3
4.711111111,0.94,9.0643,1018.15,North,sun,9.2736,6
4.822222222,0.93,4.8461,1018.61,North,rain,7.7763,3
5.955555556,0.87,8.8872,1018.81,North,rain,9.6439,5
8.477777778,0.82,6.1824,1018.81,West,sun,9.7888,3
11.06666667,0.77,2.8014,1018.69,West,rain,9.7083,3
12.75555556,0.69,1.4812,1017.98,West,rain,9.7566,13
12.97222222,0.7,4.9266,1017.48,West,rain,10.1913,14
12.88888889,0.72,4.9588,1017.17,West,sun,9.8049,3
12.35555556,0.74,7.7602,1016.96,WNW,sun,9.8049,8
11.32222222,0.77,9.2575,1016.82,WNW,sun,8.5491,21
9.027777778,0.83,7.7763,1017.08,WNW,sun,7.8729,20
7.366666667,0.93,8.0017,1017.16,West,fog,7.8729,21
6.5,0.93,7.406,1017.12,WNW,sun,8.1466,22
6.183333333,0.93,9.4346,1017.27,West,sun,7.8246,22
7.15,0.89,13.8943,1017.28,West,sun,7.8246,37
5.655555556,0.93,6.8264,1017.51,West,sun,8.0983,38
5.111111111,0.93,6.7298,1017.27,WNW,rain,7.7763,41
5.088888889,0.93,11.4471,1017.16,WNW,rain,7.7763,14
6.422222222,0.87,13.3147,1015.33,West,rain,8.1466,44
4.444444444,0.92,10.6743,1017.07,SW,rain,7.728,46
3.955555556,0.92,6.5527,1017.06,West,sun,7.7119,48
3.055555556,0.96,11.2217,1016.91,WSW,sun,7.5187,51
2.911111111,0.96,11.1573,1016.65,West,sun,6.7942,53
3.883333333,0.92,11.0607,1016.75,West,sun,6.8264,44
3.966666667,0.93,11.9623,1016.91,West,sun,5.9731,43
4.972222222,0.93,12.7834,1016.86,West,sun,6.8586,55
7.172222222,0.86,12.7834,1017.14,West,sun,7.8729,62
9.9,0.78,16.8406,1017.02,West,sun,8.2271,65
12.19444444,0.74,14.4256,1016.75,West,sun,9.8049,84
13.93333333,0.67,14.5866,1016.23,WNW,rain,9.9015,120
15.21111111,0.65,14.3612,1015.99,WNW,rain,9.982,101
15.11111111,0.66,15.8263,1015.51,West,sun,9.982,3
13,0.72,12.6546,1015.23,West,rain,9.982,3
12.35,0.78,11.0124,1015.5,West,rain,8.3398,78
12.67777778,0.77,17.2431,1015.21,West,sun,8.05,48
12.06111111,0.75,16.8245,1014.75,West,rain,7.9695,60
11.97222222,0.76,17.0016,1014.85,West,sun,8.2271,61
10.02222222,0.78,14.2324,1014.74,West,snow,7.9051,85
10.05,0.77,17.2109,1014.74,WSW,rain,7.9051,85
8.4,0.84,14.0231,1014.92,WSW,rain,8.2271,85
7.777777778,0.86,14.0392,1014.93,WSW,rain,4.991,72
7.244444444,0.86,14.1358,1014.93,West,sun,7.8246,62
8.194444444,0.89,11.5598,1016.66,West,sun,11.5759,55
6.638888889,0.86,17.3397,1014.84,WSW,sun,6.9069,48
6.638888889,0.86,14.3612,1014.84,West,rain,6.9069,52
6.627777778,0.87,16.4059,1014.62,SW,sun,7.3577,52
6.15,0.86,15.778,1014.41,WSW,sun,7.8246,74
6.127777778,0.86,20.2699,1014.32,SW,rain,7.8246,84
6.055555556,0.86,19.6259,1014.51,West,rain,8.1788,84
7.083333333,0.8,20.125,1014.92,WSW,sun,9.7566,87
8.861111111,0.78,23.2645,1014.94,West,rain,9.9015,94
10.95,0.71,20.6402,1015.17,West,rain,9.982,100
12.33333333,0.66,20.447,1014.82,West,fog,9.982,99
13.95555556,0.59,23.8602,1014.42,West,sun,9.982,97
14.19444444,0.57,24.7135,1014.03,West,rain,10.3523,104
14.08888889,0.58,24.9872,1013.61,West,rain,9.982,110
12.93333333,0.64,21.5901,1013.52,West,rain,9.982,136
11.45555556,0.69,15.3594,1013.78,WNW,rain,9.982,140
11.2,0.71,21.8155,1013.83,West,rain,9.982,153
11.10555556,0.67,26.0659,1013.84,West,rain,9.982,152
10.02777778,0.72,26.565,1014.4,West,rain,9.982,150
10.06666667,0.71,24.6652,1014.62,West,sun,9.982,156
9.027777778,0.74,20.2377,1014.7,WNW,sun,14.9086,116
8.955555556,0.75,20.0123,1014.9,West,sun,14.0875,136
9,0.8,20.0123,1015.27,SW,sun,14.812,142
-2.144444444,0.86,11.27,1025.18,North,sun,4.83,140
-2.466666667,0.89,4.9105,1023.23,North,sun,3.8962,136
-2.744444444,0.89,3.22,1025.19,North,sun,4.3631,135
-2.188888889,0.88,2.8497,1025.25,North,sun,4.3631,133
-2.038888889,0.87,3.3649,1024.88,North,sun,4.7334,90
-2.672222222,0.88,7.8246,1024.87,WSW,rain,4.3631,111
-2.605555556,0.88,3.22,1025.15,North,fog,4.3631,103
-2.433333333,0.89,4.3631,1025.79,SW,sun,3.5259,97
-2.472222222,0.88,1.7227,1026.03,West,sun,2.9624,100
-2.405555556,0.88,7.7763,1026.23,West,sun,4.8139,42
-2.233333333,0.89,5.4096,1026.5,West,sun,5.6511,17
-2.261111111,0.88,9.3863,1026.52,West,rain,6.9069,24
-1.172222222,0.81,9.4668,1026.11,West,rain,8.7423,12
-1.072222222,0.82,5.2647,1025.72,WNW,sun,9.9015,17
-0.033333333,0.76,3.542,1024.92,West,rain,6.0214,12
-0.033333333,0.76,9.3863,1024.62,West,rain,6.9391,3
-1.022222222,0.82,7.9212,1024.22,WNW,sun,4.7656,21
-2.311111111,0.88,4.508,1024.42,WNW,sun,4.3953,19
-2.311111111,0.88,7.4865,1024.33,North,sun,4.3631,19
-1.377777778,0.89,7.1484,1024.42,North,sun,4.6851,36
-2.383333333,0.88,13.2664,1024.15,North,sun,4.7978,81
-1.922222222,0.88,9.9981,1024.13,North,sun,4.347,68
-1.9,0.89,9.6439,1024.11,North,snow,4.2987,50
