Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars), _wdire,weather,Visibility (km),PM2.5 concentration (ug/m^3)
-3.888888889,0.88,6.4883,1025.34,North,sun,4.4919,76
-3.888888889,0.92,6.5044,1025.73,North,sun,3.1073,83
-8.477777778,0.82,9.0482,1026.73,WSW,rain,14.0553,65
-5.466666667,0.92,3.1234,1025.93,North,fog,3.3971,35
-6.533333333,0.92,6.44,1026.22,NNW,rain,2.9302,36
-7.7,0.93,2.9463,1026.68,North,fog,2.1091,46
-6.022222222,0.92,7.8407,1026.84,SE,sun,2.9302,63
-6.122222222,0.92,7.6314,1027.15,East,sun,2.9785,65
-6.105555556,0.92,7.2933,1027.71,ESE,sun,0.7406,65
-6.072222222,1,5.4096,1028.47,ESE,sun,2.0286,101
-5.005555556,0.64,21.5096,1029.06,ESE,sun,9.9015,207
-4.722222222,0.6,23.4899,1029.18,North,sun,9.4507,138
-3.772222222,0.53,23.1357,1029.18,North,sun,9.982,154
-2.666666667,0.48,24.633,1028.59,North,fog,9.982,140
-2.116666667,0.45,25.2126,1028,North,sun,9.982,124
-2.133333333,0.41,27.9013,1027.39,North,sun,9.982,146
-2.161111111,0.41,26.3074,1027.38,SW,sun,9.982,148
-2.683333333,0.48,23.8763,1027.4,North,fog,10.3523,113
-5.011111111,0.58,20.2216,1027.48,North,sun,9.982,122
-6.072222222,0.63,14.1519,1027.38,North,sun,9.982,140
-6.116666667,0.63,14.5866,1027.52,North,sun,9.982,137
-7.105555556,0.68,17.0821,1027.58,North,rain,10.0464,138
-7.222222222,0.68,13.7655,1027.49,North,sun,15.8746,36
-7.805555556,0.71,12.8639,1027.43,North,rain,15.0052,24
-8.772222222,0.73,10.6421,1027.38,North,sun,15.8263,24
-8.772222222,0.76,10.7709,1027.09,North,sun,15.8263,36
-10.30555556,0.8,6.3434,1028.22,North,sun,14.0875,52
-9.444444444,0.77,14.3129,1026.68,North,sun,14.9569,44
-9.444444444,0.8,10.6904,1026.31,SW,drizzle,14.9569,53
-9.572222222,0.8,13.1698,1026.13,South,rain,14.2163,75
-9.861111111,0.8,11.0446,1026.17,SSE,sun,10.0464,78
-9.833333333,0.8,12.4292,1026.19,South,drizzle,10.0464,74
-9.883333333,0.81,10.7065,1026.42,SSW,drizzle,10.0303,82
-8.75,0.77,15.7458,1027.17,SW,sun,9.982,82
-7.083333333,0.67,20.6885,1027.1,SW,sun,9.982,118
-5.05,0.62,22.8137,1027.11,SSW,sun,9.982,119
-3.888888889,0.52,21.896,1027.01,SSW,sun,10.0464,166
-2.777777778,0.48,23.5704,1026.43,West,rain,10.0464,166
-2.277777778,0.46,22.8459,1026.17,North,rain,11.0768,186
-2.222222222,0.46,25.438,1025.81,North,rain,11.2056,171
-2.755555556,0.48,25.2609,1025.81,North,sun,11.2056,158
-2.744444444,0.45,22.7493,1025.94,North,rain,10.5777,167
-5.077777778,0.57,14.3129,1026.3,North,sun,9.982,168
-6.066666667,0.62,13.9909,1026.89,North,sun,9.982,160
-6.983333333,0.65,12.1233,1027.38,North,sun,9.982,181
-7.316666667,0.68,13.685,1027.67,North,rain,9.982,177
-7.938888889,0.71,10.5938,1028.07,North,rain,15.8263,172
-8.577777778,0.74,6.1985,1028.39,ENE,rain,14.9569,168
-9.538888889,0.77,10.7065,1028.48,North,sun,15.8263,153
-11.08333333,0.8,6.0214,1028.77,North,sun,15.7297,173
-5.577777778,0.9,13.8621,1017.8,WNW,fog,4.8139,177
-10.80555556,0.81,6.0375,1028.27,North,sun,14.812,178
-11.82222222,0.81,3.0751,1027.87,NE,sun,14.7315,156
-11.85555556,0.83,3.1234,1027.43,North,rain,14.0231,159
-13.41666667,0.87,6.0536,1027.14,ESE,sun,14.6349,146
-13.92777778,0.83,3.5742,1026.44,ESE,sun,9.7083,149
-12.88888889,0.85,1.7871,1026.39,ESE,rain,7.2611,182
-10.17222222,0.81,3.6547,1026.01,East,rain,7.8246,192
-7.261111111,0.8,8.1627,1025.62,East,sun,9.7566,190
-5.044444444,0.68,11.0768,1025.35,East,sun,9.5473,196
-2.8,0.53,16.4381,1024.67,East,rain,9.9015,187
-2.2,0.46,20.7851,1023.47,East,fog,9.9015,209
-1.2,0.42,20.4792,1022.39,NE,sun,9.9015,222
-1.088888889,0.42,20.8817,1021.49,East,sun,9.9015,206
-1.133333333,0.42,20.8656,1020.98,ESE,fog,9.9015,207
-2.072222222,0.44,19.6259,1020.49,SE,rain,9.9015,
-2.2,0.47,17.4041,1019.67,WNW,sun,9.9015,57
-2.733333333,0.54,14.2646,1019.18,WNW,sun,9.7083,84
-2.772222222,0.54,14.1519,1018.83,West,sun,9.7566,97
